ref;Circuit name;sub_1_short;sub_2_short;Voltage level (kV);I_max_Summer;I_max_Interseason_1;I_max_Interseason_2;I_max_Winter;Resistance R (Ω);Reactance X (Ω);Capacity (nF);Half-Susceptance Hd/2 (μS);Length (m);
MENUEL72TOLLE;LIT 400kV N0 2 MENUEL-TOLLEVAST;MENUE;TOLLE;400;3465;3622;3622;3780;0,429;4,347;171,743;26,977;36000;
M.SEIL72VIELM;LIT 400kV N0 2 MERY-SUR-SEINE-VIELMOULIN;M.SEI;VIELM;400;2070;2282;2282;2400;3,147;45,696;1812,517;284,709;80781;
MEZE5L72TILL5;LIT 400kV N0 2 MEZEROLLES - TILLEUL;MEZE5;TILL5;400;2200;2300;2300;2400;2,106;21,350;842,184;132,290;58720;
MEZE5L72VLEJU;LIT 400kV N0 2 MEZEROLLES - VILLEJUST;MEZE5;VLEJU;400;3780;3780;3780;4095;1,802;18,299;719,223;112,975;54911;
MORBRL72VLEVA;LIT 400kV N0 2 MORBRAS - VILLEVAUDE;MORBR;VLEVA;400;;;;;0,233;3,897;216,329;33,981;15218;
MOULAL72VIGY;LIT 400kV N0 2 MOULAINE-VIGY;MOULA;2VIGY;400;2070;2272;2272;2410;1,233;16,210;855,725;134,417;52745;
MUHLBL72SIERE;LIT 400kV N0 2 MUHLBACH-SIERENTZ;MUHLB;SIERE;400;2202;2425;2426;2598;1,300;10,700;284,569;44,700;300;
NEOULL72TRANS;LIT 400kV N0 2 NEOULES - TRANS;NEOUL;TRANS;400;2128;2326;2326;2482;1,357;13,765;541,759;85,099;45110;
NEOULL72REALT;LIT 400kV N0 2 NEOULES-REALTOR;NEOUL;REALT;400;2006;2192;2192;2336;2,160;20,427;816,860;128,312;68288;
OUDONL72TAUTE;LIT 400kV N0 2 OUDON - TAUTE;OUDON;TAUTE;400;3900;4050;4050;4200;3,260;42,869;2265,700;355,895;163000;
P.GASL72TERRI;LIT 400kV N0 2 PLESSIS-GASSOT - TERRIER;P.GAS;TERRI;400;2200;2300;2300;2400;0,802;8,904;351,462;55,208;29093;
P.ANDL72ZP.AN;LIT 400kV N0 2 PRAZ-ST-ANDRE - PIQUAGE A LA PRAZ-ST-ANDRE;P.AND;ZP.AN;400;2585;2633;2633;2715;0,003;0,049;1,932;0,303;138;
REALTL72TAVEL;LIT 400kV N0 2 REALTOR - TAVEL;REALT;TAVEL;400;2128;2326;2326;2482;2,731;27,719;1093,632;171,787;91947;
REMISL72TERRI;LIT 400kV N0 2 REMISE - TERRIER;REMIS;TERRI;400;3465;3622;3622;3780;0,576;7,568;398,809;62,645;28730;
ROUGEL72TOURB;LIT 400kV N0 2 ROUGEMONTIER - TOURBE;ROUGE;TOURB;400;3416;3622;3622;3780;1,735;25,184;999,985;157,077;83032;
ROUGEL72TILL5;LIT 400kV N0 2 ROUGEMONTIER-TILLEUL;ROUGE;TILL5;400;2200;2300;2300;2400;1,192;12,086;476,309;74,818;41201;
TAMARL72TAVEL;LIT 400kV N0 2 TAMAREAU - TAVEL;TAMAR;TAVEL;400;4400;4500;4500;4500;2,009;28,503;1077,827;169,305;91000;
TAUTEL72TERR6;LIT 400kV N0 2 TAUTE-TERRETTE;TAUTE;TERR6;400;3465;3622;3622;3780;0,280;3,682;194,600;30,568;13998;
TAVELL72TRI.P;LIT 400kV N0 2 TAVEL - TRICASTIN-POSTE (LE);TAVEL;TRI.P;400;2212;2380;2380;2498;1,294;12,506;495,504;77,834;41878;
TERR6L72TOURB;LIT 400kV N0 2 TERRETTE - TOURBE;TERR6;TOURB;400;3416;3622;3622;3780;1,469;21,342;845,986;132,887;69974;
VERGEL72VLERB;LIT 400kV N0 2 VERGER - VILLERBON;VERGE;VLERB;400;2200;2300;2300;2400;0,806;8,182;321,677;50,529;26822;
ALBERL73G.ILE;LIT 400kV N0 3 ALBERTVILLE - GRANDE-ILE;ALBER;G.ILE;400;1926;2112;2112;2178;1,665;18,949;405,896;63,758;44337;
ARGOEL73TERRI;LIT 400kV N0 3 ARGOEUVES - TERRIER;ARGOE;TERRI;400;1514;1794;1794;2100;2,634;25,809;951,036;149,388;81806;
BRAUDL73CUBNE;LIT 400kV N0 3 BRAUD - CUBNEZAIS;BRAUD;CUBNE;400;3072;3414;3414;3598;0,673;9,771;386,795;60,758;32014;
CANTEL73SAUCA;LIT 400kV N0 3 CANTEGRIT - SAUCATS;CANTE;SAUCA;400;2690;2822;2822;2936;1,942;25,172;762,352;119,750;71813;
CHAFFL73SSV.O;LIT 400kV N0 3 CHAFFARD (LE) - ST-VULBAS-OUEST;CHAFF;SSV.O;400;2300;2400;2400;2400;0,569;5,784;226,912;35,643;18945;
CHESNL73TABAR;LIT 400kV N0 3 CHESNOY (LE) - TABARDERIE;CHESN;TABAR;400;3465;3622;3622;3780;1,838;26,463;1064,985;167,287;29657;
CIROLL73VLEJU;LIT 400kV N0 3 CIROLLIERS-VILLEJUST;CIROL;VLEJU;400;1850;2194;2194;2370;0,928;7,271;243,524;38,253;21490;
COULAL73TRI.P;LIT 400kV N0 3 COULANGE - TRICASTIN-POSTE (LE);COULA;TRI.P;400;2600;2700;2700;2800;1,404;13,770;546,793;85,890;30772;
GEN.PL73VIELM;LIT 400kV N0 3 GENISSIAT-POSTE - VIELMOULIN;GEN.P;VIELM;400;2200;2300;2300;2400;7,590;58,345;1806,382;283,746;79944;
HAVR5L73ROUGE;LIT 400kV N0 3 HAVRE (LE) (POSTE) - ROUGEMONTIER;HAVR5;ROUGE;400;2366;2596;2596;2778;1,684;17,027;631,624;99,215;40976;
LONNYL73MASTA;LIT 400kV N0 3 LONNY-MASTAING;LONNY;MASTA;400;2366;2596;2596;2778;2,361;31,053;1641,215;257,801;80779;
MENUEL73TAUTE;LIT 400kV N0 3 MENUEL-TAUTE;MENUE;TAUTE;400;3465;3622;3622;3780;0,720;9,468;500,400;78,603;36170;
P.GASL73TERRI;LIT 400kV N0 3 PLESSIS-GASSOT - TERRIER;P.GAS;TERRI;400;3465;3622;3622;3780;0,551;7,223;379,203;59,565;27362;
TAVELL73TRI.P;LIT 400kV N0 3 TAVEL - TRICASTIN-POSTE (LE);TAVEL;TRI.P;400;2334;2470;2470;2596;1,686;15,385;649,824;102,074;51028;
BRAUDL74CUBNE;LIT 400kV N0 4 BRAUD - CUBNEZAIS;BRAUD;CUBNE;400;3072;3414;3414;3598;0,674;9,780;387,163;60,815;32045;
CHAFFL74SSV.O;LIT 400kV N0 4 CHAFFARD (LE) - ST-VULBAS-OUEST;CHAFF;SSV.O;400;2300;2450;2450;2600;0,569;5,778;226,734;35,615;20979;
MENUEL74TAUTE;LIT 400kV N0 4 MENUEL-TAUTE;MENUE;TAUTE;400;2200;2300;2300;2400;0,720;9,468;500,400;78,603;70763;
P.GASL74TERRI;LIT 400kV N0 4 PLESSIS-GASSOT - TERRIER;P.GAS;TERRI;400;2200;2300;2300;2400;0,552;7,225;379,350;59,588;27372;
P.GASL74VLEVA;LIT 400kV N0 4 PLESSIS-GASSOT - VILLEVAUDE;P.GAS;VLEVA;400;2200;2300;2300;2400;0,785;8,731;272,521;42,808;25401;
TAVELL74TRI.P;LIT 400kV N0 4 TAVEL - TRICASTIN-POSTE (LE);TAVEL;TRI.P;400;3900;4050;4050;4200;0,589;10,034;555,189;87,209;39048;
TAVELL75TRI.P;LIT 400kV N0 5 TAVEL - TRICASTIN-POSTE (LE);TAVEL;TRI.P;400;3900;4050;4050;4200;0,589;10,025;554,671;87,128;39045;
