,Code,Nom,S3REnR,Taux d'affection des capacités réservées,X,Y,Puissance des projets en service du S3REnR en cours,Puissance des projets en développement du S3REnR en cours,Capacité d'accueil réservée au titre du S3REnR qui resteàaffecter,Puissance EnR déjé raccordée,Puissance des projets EnR en développement,Capacité réservée aux EnR au titre du S3REnR,Attention: la valeur de la capacité réservée a été modifiée sur ce poste,Quote-Part unitaire actualisée,Attention : Le S3REnR de la région est saturé,dont la convention de raccordement est signée,"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de transport ","Travaux RTE indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",RTE - Capacité d'accueil en HTB2,RTE - Capacité d'accueil en HTB1,"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source",Puissance cumulée des transformateurs existants,Nombre de transformateurs supplémentaires possible,Nombre de transformateurs existants,Consommation minimale,Tension aval,Tension amont,"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible",Puissance en file d'attente,Puissance en file d'attente hors S3REnR majorée de la capacité réservée du S3REnR,Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution,"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source.1",Puissance cumulée des transformateurs existants.1,Nombre de transformateurs supplémentaires possible.1,Nombre de transformateurs existants.1,Consommation minimale.1,Tension aval.1,Tension amont.1,"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible.1",Puissance en file d'attente.1,Puissance en file d'attente hors S3REnR majorée de la capacité réservée du S3REnR.1,Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution.1,"Travaux indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible","Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de distribution en HTB",GRDHTB - Capacité d'accueil en HTB2,GRDHTB - Capacité d'accueil en HTB1,ratio_congestion_soutirage,RAM_soutirage,projet_injection,ratio_congestion_injection,RAM_injection,min_RAM
11,A.OTH,AIX-EN-OTHE,GRAND-EST,78%,753676.06,6792876.0,4.9,2.3,0.0,2.6,2.4,6.8,28/12/2023 : +2.4 MW.. 18/11/2024 : +1.92 MW,81.82 k€/MW,Non,0.0,0.0,.,0.0, <= 0.0MW,0.3,36.0,,1.0,2.4,21.0,63.0,,2.4,7.7,33.4,,,,,,,,,,,,,,,,33,24.119999999999997,12.7,38,20.708,20.708
12,A.PLE,ARGENTRE-DU-PLESSIS,BRETAGNE,96%,390538.84,6779202.5,2.2,4.1,0.0,6.8,4.5,2.0,Transfert +1 MW 17/01/24,19.94 k€/MW,,0.0,0.0,,, > 15.0MW,0.4,40.0,,2.0,5.2,21.0,90.0,,5.6,8.2,32.8,,,,,,,,,,,,,,,,65,14.0,19.5,59,13.448,13.448
17,ABBEN,ABBENANS,BOURGOGNE-FRANCHE-COMTé,61%,960694.1,6717447.5,0.9,11.9,49.2,3.6,23.3,62.0,-,72.71 k€/MW,,0.0,0.0,Reconstruction du réseauà63 000 Volts dans le secteur de Voujeaucourt et Isle-sur-le-Doubs. Raccordement d'un transformateur 63/20 kV.,0.0, <= 0.0MW,0.0,56.0,,2.0,2.6,21.0,63.0,Ajout d'un transformateur de 36 MVA + Mutation d'un transformateur de 20 en 36 MVA,23.3,73.4,31.7,,,,,,,,,,,,,,,,23,43.120000000000005,100.30000000000001,100,0.0,0.0
18,ABBEV,ABBEVILLE,HAUTS-DE-FRANCE,54%,616055.56,7000100.0,0.0,2.4,4.4,5.4,3.0,6.8,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, > 15.0MW,4.4,72.0,,2.0,10.6,20.0,90.0,,3.0,7.5,74.2,,,,,,,,,,,,,,,,73,19.44,15.9,21,58.618,19.44
19,ABERS,LES ABERS,BRETAGNE,96%,133239.72,6851529.0,2.3,9.2,4.5,2.1,9.2,16.0,"Transfert de -1 MW le 28/03/2019, transfert de +1 MW le 05/11/2020, adaptation +16 MW 16/12/22, transfert -2 MW 17/01/24",19.94 k€/MW,,0.0,8.8,,, > 15.0MW,0.1,20.0,,1.0,2.9,21.0,62.0,,9.2,11.6,11.6,,,,,,,,,,,,,,,,72,5.6000000000000005,22.9,100,0.0,0.0
20,ABOND,ABONDANCE,AUVERGNE-RHONE-ALPES,41%,989537.1,6583927.0,0.0,0.0,7.3,0.3,0.0,7.3,--,41.11 k€/MW,,0.0,7.3,Sans Objet,0.0, > 15.0MW,7.3,40.0,,2.0,3.4,21.0,63.0,,0.0,7.3,43.2,,,,,,,,,,,,,,,,42,23.200000000000003,7.6,17,35.856,23.200000000000003
21,ACHIE,ACHIET,HAUTS-DE-FRANCE,54%,684389.8,7004528.5,0.0,5.7,6.0,3.7,6.8,11.7,!,75.29 k€/MW,0.0,0.0,0.0,1 TR 36MVA,, <= 0.0MW,6.0,108.0,,3.0,7.1,21.0,89.0,Création d'un transformateur 36 MVA,10.8,16.8,100.5,,,,,,,,,,,,,,,,32,73.44,27.3,27,73.365,73.365
25,AGNEA,AGNEAUX,BASSE-NORMANDIE,83%,399128.78,6898156.0,1.8,4.2,0.0,4.3,4.2,6.0,,11.94 k€/MW,,0.0,0.5,,0.0, > 15.0MW,6.0,148.0,,5.0,10.0,15.0,89.0,,5.5,12.2,148.3,,,,,,,,,,,,,,,,33,99.16,20.7,13,129.02100000000002,99.16
27,AICIR,AICIRITS,NOUVELLE-AQUITAINE,77%,374024.28,6257839.0,7.0,9.4,0.0,13.3,9.8,12.9,05/02/2024 : +4.4 MW depuis AUTERRIVE,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,0.0,40.0,,2.0,4.4,21.0,63.0,,9.8,15.3,21.3,,,,,,,,,,,,,,,,55,18.0,38.400000000000006,100,0.0,0.0
28,AIGRE,AIGRE,NOUVELLE-AQUITAINE,77%,467529.2,6536379.5,3.1,46.7,0.0,10.1,61.5,48.7,31/05/2022 : -2 MW vers LONGCHAMP RUFFEC | 31/05/2022 : -2 MW vers CONFOLENS | 24/05/2023 : -4 MW vers MANSLE | 31/01/2024 : +18 MW depuis ROUILLAC,89.94 k€/MW,,0.0,0.0,Injection LONGCHAMP 90 kV via RUFFECOIS,, <= 0.0MW,0.0,72.0,,2.0,3.3,16.0,90.0,Ajout d'un transformateur de 36 MVA,61.5,67.5,3.7,,,,,,,,,,,,,,,,22,56.160000000000004,139.1,100,0.0,0.0
30,AIGU6,AIGUEPERSE,AUVERGNE-RHONE-ALPES,41%,715262.6,6547373.0,3.0,5.9,11.8,7.9,6.4,20.7,Trsf -10 MW le 11/07/24. Trsf de +3 MW le 30/09/24,41.11 k€/MW,,0.0,0.0,Ajout d'un DJ HTB au poste d'Aigueperse,0.0, > 15.0MW,16.9,40.0,,2.0,4.4,20.0,63.0,Mutation de deux transformateurs de 20 en 36éMVA,8.9,28.7,27.6,,,,,,,,,,,,,,,,55,18.0,43.0,100,0.0,0.0
31,AIGUE,AIGUEBELLE,AUVERGNE-RHONE-ALPES,41%,958679.5,6497293.5,0.4,0.0,1.5,1.3,0.2,1.9,--,41.11 k€/MW,,0.0,1.7,Création d'un automate d'effacement de la production,0.0, <= 0.0MW,1.5,44.0,,2.0,1.8,20.0,42.0,,0.2,2.1,44.3,,,,,,,,,,,,,,,,20,35.2,3.6,8,40.756,35.2
32,AIGUR,AIGURANDE,CENTRE,91%,609912.9,6595142.5,1.3,1.7,0.0,4.0,3.7,3.0,"Transfert +0,5 MW 21/08/23, transfert +0,5 MW 22/02/24, transfert +1 MW 13/11/23",62.75 k€/MW,,0.0,0.0,!,, <= 0.0MW,0.0,20.0,,1.0,1.4,21.0,89.0,,3.7,5.1,13.6,,,,,,,,,,,,,,,,35,13.0,12.8,94,0.8160000000000007,0.8160000000000007
34,AILLE,AILLEVILLE,GRAND-EST,78%,825380.44,6795615.5,1.5,50.7,4.6,4.9,55.7,56.8,28/12/2023 : +32.1 MW.. 18/11/2024 : +7.74 MW,81.82 k€/MW,Non,0.0,0.0,.,0.0, de 0.0MW é 15.0MW,1.3,72.0,,2.0,3.2,21.0,63.0,,55.7,58.5,14.6,,,,,,,,,,,,,,,,22,56.160000000000004,119.1,100,0.0,0.0
35,AIME ,AIME,AUVERGNE-RHONE-ALPES,41%,985432.7,6501418.0,0.1,0.0,2.6,3.8,0.0,2.7,--,41.11 k€/MW,,0.0,2.1,Augmentation de la capacité de transit de la liaison 225kV Passy Pressy,0.0, <= 0.0MW,2.1,56.0,,2.0,7.3,21.0,63.0,,0.0,2.7,54.2,,,,,,,,,,,,,,,,65,19.599999999999998,6.5,11,48.23800000000001,19.599999999999998
36,AIRAI,AIRAINES,HAUTS-DE-FRANCE,54%,625014.8,6985017.0,0.0,1.4,2.9,1.7,1.6,4.3,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, <= 0.0MW,2.9,92.0,,3.0,3.6,20.0,90.0,,1.6,4.5,92.3,,,,,,,,,,,,,,,,19,74.52000000000001,7.8,8,84.916,74.52000000000001
37,AIRE ,AIRE,HAUTS-DE-FRANCE,54%,657206.25,7060983.5,0.0,6.2,0.0,67.6,40.8,5.5,!,75.29 k€/MW,0.0,0.0,0.0,Création d'un TR de 36 MVA,, > 15.0MW,0.0,72.0,,3.0,11.0,20.0,90.0,,40.8,40.0,0.0,,,,,,,,,,,,,,,,76,17.28,148.39999999999998,100,0.0,0.0
38,AIRV2,AIRVAULT,NOUVELLE-AQUITAINE,77%,461816.0,6640666.0,0.0,0.0,1.0,42.2,0.0,1.0,"Transfert -0,5 MW 12/10/22, transfert -1 MW 20/01/23",89.94 k€/MW,,0.0,1.0,!,0.0,,1.0,40.0,0.0,1.0,0.0,20.0,225.0,!,,2.5,0.0,,,,,,,,,,,,,,,,0,40.0,44.7,100,0.0,0.0
41,AIX  ,AIX,PROVENCE-ALPES-COTE-D'AZUR,17%,898502.75,6273443.0,0.0,0.0,10.0,2.0,0.0,10.0,_,76.07 k€/MW,,0.0,10.0,,, <= 0.0MW,10.0,108.0,,3.0,10.0,15.0,63.0,,0.0,10.0,109.1,,,,,,,,,,,,,,,,46,58.32000000000001,12.0,10,98.19,58.32000000000001
42,ALBE5,ALBERT,HAUTS-DE-FRANCE,54%,673784.7,6989640.0,0.3,25.3,30.5,3.9,25.5,56.1,!,75.29 k€/MW,0.0,0.0,0.0,,, <= 0.0MW,30.4,72.0,,2.0,6.3,20.0,90.0,,25.5,56.3,48.9,,,,,,,,,,,,,,,,43,41.040000000000006,85.69999999999999,100,0.0,0.0
45,ALENC,ALENCON,BASSE-NORMANDIE,83%,482373.53,6818744.5,1.0,2.6,4.4,3.1,2.7,8.0,,11.94 k€/MW,,0.0,7.0,,0.0, > 15.0MW,4.4,116.0,,4.0,9.5,15.0,90.0,,2.7,8.1,119.6,,,,,,,,,,,,,,,,40,69.6,13.9,11,106.444,69.6
46,ALERI,ALERIE,BASSE-NORMANDIE,83%,389406.3,6919128.5,0.3,1.6,2.7,1.3,1.6,4.6,,11.94 k€/MW,,0.0,2.9,,0.0, > 15.0MW,24.1,72.0,,2.0,7.6,21.0,89.0,,1.6,26.0,76.7,,,,,,,,,,,,,,,,52,34.56,28.9,37,48.321000000000005,34.56
47,ALESI,ALESIA,ILE DE FRANCE,70%,651268.5,6858620.0,0.1,0.0,0.2,0.2,0.0,0.3,,1.83 k€/MW,,0.0,0.2,,0.0, <= 0.0MW,0.2,444.0,,9.0,18.6,20.0,225.0,,0.0,0.3,462.5,,,,,,,,,,,,,,,,20,355.20000000000005,0.5,0,462.5,355.20000000000005
49,ALLAI,ALLAIRE,BRETAGNE,96%,308666.62,6740775.5,2.3,1.8,6.9,2.3,2.6,11.0,"Adaptation +16 MW 09/05/22, transfert -6 MW 17/01/24",19.94 k€/MW,,0.0,15.0,,, > 15.0MW,0.0,20.0,,1.0,3.3,21.0,62.0,,2.6,7.9,18.4,,,,,,,,,,,,,,,,82,3.600000000000001,12.8,69,5.704000000000001,3.600000000000001
51,ALLEU,ALLEUX,HAUTS-DE-FRANCE,54%,623081.4,6952260.0,0.1,2.0,2.5,4.0,18.9,4.6,!,75.29 k€/MW,0.0,0.0,0.0,REFLEX 6.6 MW,0.0, <= 0.0MW,2.5,102.0,,3.0,7.7,20.0,90.0,Poste-source faisant partie de léexpérimentation REFLEX. ayant permis déajouter 6.6 MW de capacité réservée EnR,18.9,21.5,86.7,,,,,,,,,,,,,,,,37,64.26,44.4,51,42.483000000000004,42.483000000000004
52,ALLIE,ALLIERES,AUVERGNE-RHONE-ALPES,41%,815786.56,6548860.0,1.0,0.7,7.9,3.1,0.9,9.6,--,41.11 k€/MW,,0.0,9.0,Sans Objet,0.0, > 15.0MW,7.9,20.0,,2.0,2.7,21.0,63.0,,0.9,9.8,18.7,,,,,,,,,,,,,,,,67,6.6,13.8,73,5.049,5.049
54,ALMA ,ALMA,ILE DE FRANCE,70%,648950.1,6862990.0,0.0,0.0,0.3,0.0,0.0,0.3,,1.83 k€/MW,,0.0,0.3,,0.0, <= 0.0MW,0.3,100.0,,1.0,19.2,21.0,227.0,,,0.3,92.8,,,,,,,,,,,,,,,,96,4.0000000000000036,0.3,0,92.8,4.0000000000000036
55,ALOUE,ALOUETTES(LES),ILE DE FRANCE,70%,662884.94,6861936.0,0.1,0.0,1.2,0.5,0.0,1.3,,1.83 k€/MW,,0.0,1.3,,0.0, <= 0.0MW,1.2,320.0,,8.0,16.9,15.0,227.0,,0.0,1.3,336.4,,,,,,,,,,,,,,,,26,236.8,1.8,0,336.4,236.8
56,ALSAC,ALSACE,ILE DE FRANCE,70%,644885.25,6865909.0,0.0,0.0,0.3,0.0,0.0,0.3,,1.83 k€/MW,,0.0,0.3,,0.0, <= 0.0MW,0.3,210.0,,3.0,23.6,21.0,227.0,,0.0,0.3,233.5,,,,,,,,,,,,,,,,56,92.39999999999999,0.3,0,233.5,92.39999999999999
58,ALTKI,ALTKIRCH,GRAND-EST,78%,1017164.06,6733711.5,0.7,6.5,0.0,9.8,6.9,5.0,18/11/2024 : -9 MW,81.82 k€/MW,Non,0.0,12.7,.,0.0, > 15.0MW,7.8,72.0,,2.0,10.0,21.0,63.0,,6.9,15.4,65.3,,,,,,,,,,,,,,,,69,22.320000000000004,32.1,49,33.303,22.320000000000004
60,AMANV,AMANVILLERS,GRAND-EST,78%,922408.25,6900994.0,0.2,0.2,1.5,0.9,0.2,1.9,18/11/2024 : -0.62 MW,81.82 k€/MW,Non,0.0,2.0,.,0.0, > 15.0MW,2.0,40.0,,2.0,3.9,21.0,63.0,,6.2,8.4,36.8,,,,,,,,,,,,,,,,48,20.8,9.5,25,27.599999999999998,20.8
62,AMARG,AMARGUE,HAUTS-DE-FRANCE,54%,646295.7,6973497.5,0.1,1.5,3.6,2.7,1.8,5.2,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, > 15.0MW,3.6,120.0,,3.0,13.4,15.0,225.0,,1.8,5.6,128.9,,,,,,,,,,,,,,,,55,53.99999999999999,10.1,7,119.877,53.99999999999999
63,AMARI,AMARIN,GRAND-EST,78%,1000765.5,6760195.0,0.0,0.1,1.1,1.6,0.1,1.2,18/11/2024 : -1.28 MW,81.82 k€/MW,Non,0.0,2.4,.,0.0, > 15.0MW,2.3,40.0,,2.0,2.5,20.0,63.0,,0.1,2.5,40.8,,,,,,,,,,,,,,,,31,27.599999999999998,4.2,10,36.72,27.599999999999998
64,AMBE5,AMBERT,AUVERGNE-RHONE-ALPES,41%,758223.94,6497424.5,3.4,6.7,0.0,6.1,7.0,8.0,Tsft +3MW le 18/03/24,41.11 k€/MW,,0.0,0.0,Sans Objet,0.0, > 15.0MW,0.0,40.0,,2.0,4.5,21.0,63.0,,7.0,12.4,31.4,,,,,,,,,,,,,,,,56,17.599999999999998,25.5,81,5.965999999999998,5.965999999999998
65,AMBER,AMBERIEU,AUVERGNE-RHONE-ALPES,41%,880360.3,6542311.5,1.6,3.3,11.0,5.9,3.5,15.9,Trsf - 1MW le 28/11/23,41.11 k€/MW,,0.0,12.9,Sans Objet,0.0, > 15.0MW,11.0,72.0,,2.0,11.4,21.0,63.0,,6.0,18.5,71.6,,,,,,,,,,,,,,,,79,15.119999999999997,27.9,38,44.391999999999996,15.119999999999997
66,AMBON,AMBON,BRETAGNE,96%,284991.6,6730643.5,9.0,4.8,0.0,6.4,6.5,11.0,"Transfert de -1 MW le 29/01/2019, transfert de -7 MW le 28/03/2019, transfert +7 MW 15/05/22, transfert +1 MW 17/01/24",19.94 k€/MW,,0.0,0.0,,, > 15.0MW,0.1,56.0,,2.0,5.8,21.0,62.0,,6.5,15.6,48.9,,,,,,,,,,,,,,,,51,27.439999999999998,28.5,58,20.538,20.538
67,AMELE,AMELECOURT (CHATEAU-SALINS),GRAND-EST,78%,956562.8,6864619.0,1.4,26.2,0.0,5.4,43.7,27.2,28/12/2023 : -11 MW.. 18/11/2024 : +2.23 MW,81.82 k€/MW,Non,0.0,0.8,Schéma GE: raccordement d'un transformateur 63/20 kV - 36 MVA,0.0, de 0.0MW é 15.0MW,0.0,108.0,,3.0,2.2,21.0,62.0,Ajout d'un transformateur de 36 MVA,43.7,53.5,61.2,,,,,,,,,,,,,,,,10,97.2,102.6,100,0.0,0.0
68,AMELO,AMELOT (AEROPORT PARIS NORD),ILE DE FRANCE,70%,666327.44,6883260.5,0.4,0.0,1.0,0.5,0.4,1.4,,1.83 k€/MW,,0.0,1.4,,0.0, > 15.0MW,1.0,180.0,,5.0,9.1,21.0,63.0,,0.4,1.8,188.3,,,,,,,,,,,,,,,,25,135.0,2.7,1,186.417,135.0
69,AMIEN,AMIENS,HAUTS-DE-FRANCE,54%,649221.0,6979442.0,0.1,0.2,3.4,1.2,0.2,3.7,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, > 15.0MW,3.4,160.0,,4.0,16.7,15.0,225.0,,12.2,15.7,163.3,,,,,,,,,,,,,,,,52,76.8,17.099999999999998,10,146.97000000000003,76.8
70,AMILL,AMILLY,CENTRE,91%,684330.3,6763189.5,0.6,43.8,0.0,2.3,43.8,44.0,2024-02-22 : +6 MW depuis COLUMEAUX (LES) | 2024-10-01 : +2 MW depuis BEAUNE-,62.75 k€/MW,,0.0,0.0,,, > 15.0MW,0.0,72.0,,2.0,6.4,21.0,89.0,,43.8,44.0,32.3,,,,,,,,,,,,,,,,44,40.32000000000001,90.1,100,0.0,0.0
72,AMPE5,AMPERE,AUVERGNE-RHONE-ALPES,41%,833909.4,6544549.0,2.7,0.8,10.8,2.3,0.8,14.3,"Tsft -1MW le 18/03/24,-1 MW le 22/05/24",41.11 k€/MW,,0.0,11.4,Sans Objet,0.0, > 15.0MW,10.9,72.0,,2.0,10.1,21.0,63.0,,0.8,14.3,79.0,,,,,,,,,,,,,,,,70,21.6,17.4,22,61.620000000000005,21.6
73,AMPER,AMPERE,ILE DE FRANCE,70%,651335.0,6869320.0,0.2,0.0,1.1,0.5,0.0,1.3,,1.83 k€/MW,,0.0,1.3,,0.0, > 15.0MW,1.1,290.0,,5.0,18.0,15.0,227.0,,0.0,1.3,307.5,,,,,,,,,,,,,,,,31,200.1,1.8,0,307.5,200.1
74,AMPLE,AMPLEPUIS,AUVERGNE-RHONE-ALPES,41%,802078.44,6543032.0,0.8,3.0,25.6,3.3,3.0,29.4,"Tsft -8 MW le 18/03/24, -2 MW le 22/05/24",41.11 k€/MW,,0.0,4.6,Sans Objet,0.0, > 15.0MW,2.2,40.0,,2.0,2.6,21.0,63.0,Mutation d'un transformateur de 20 en 36éMVA,3.0,19.4,36.2,,,,,,,,,,,,,,,,32,27.199999999999996,25.7,70,10.860000000000003,10.860000000000003
76,ANCEL,ANCELPONT,OCCITANIE,35%,750225.0,6413811.0,0.8,5.2,0.0,11.3,10.6,6.0,_,81.6 k€/MW,,0.0,4.5,,, <= 0.0MW,0.0,20.0,,1.0,1.0,21.0,63.0,Renforcement d'un transformateur HTB/HTA,10.6,11.4,0.0,,,,,,,,,,,,,,,,25,15.0,33.3,100,0.0,0.0
77,ANCEN,ANCENIS,PAYS-DE-LA-LOIRE,24%,384756.25,6705825.5,1.4,7.4,40.2,20.8,10.3,49.0,!,45.09 k€/MW,,0.0,49.0,,, > 15.0MW,40.2,108.0,,3.0,13.5,21.0,89.0,,10.3,51.9,90.4,,,,,,,,,,,,,,,,62,41.04,83.0,91,8.135999999999997,8.135999999999997
79,ANCIZ,LES ANCIZES,AUVERGNE-RHONE-ALPES,41%,687239.94,6535751.5,2.6,15.9,20.3,9.4,15.9,38.8,Trsf de -16 MW le 30/09/24 associéàun Trsf de travaux,41.11 k€/MW,,0.0,0.0,Création du poste 225/63 kV des ANCIZES,0.0, <= 0.0MW,0.0,40.0,,2.0,3.4,21.0,63.0,Mutation de deux transformateurs de 20 en 36éMVA,11.7,32.5,22.3,,,,,,,,,,,,,,,,42,23.200000000000003,57.8,100,0.0,0.0
80,ANDE5,LES ANDELYS,HAUTE-NORMANDIE,97%,584377.56,6906179.0,0.9,1.8,0.0,2.6,1.8,2.0,,12.40 k€/MW,,0.0,21.3,,0.0, > 15.0MW,7.2,72.0,,2.0,5.9,16.0,89.0,Création d'un transformateur 36 MVA,3.1,14.2,72.2,,,,,,,,,,,,,,,,40,43.199999999999996,18.6,25,54.150000000000006,43.199999999999996
81,ANDUZ,ANDUZE,OCCITANIE,35%,778954.9,6327447.5,0.4,6.7,1.9,6.6,8.8,9.0,_,81.6 k€/MW,,0.0,5.3,,, <= 0.0MW,1.9,56.0,,2.0,5.1,20.0,63.0,,10.0,12.3,44.5,,,,,,,,,,,,,,,,45,30.800000000000004,27.700000000000003,62,16.91,16.91
82,ANGEL,ANGELIQUE,CENTRE,91%,621800.56,6737534.5,0.5,8.6,0.4,0.9,8.6,9.5,2024-06-01 : -1 MW vers CHATEAUNEUF-SUR-LOIRE | 2024-06-01 : -4 MW vers MADRON (LE) | NA | 2024-10-01 : +8.5 MW depuis BEAUGENCY,62.75 k€/MW,,0.0,0.6,,, > 15.0MW,0.4,40.0,,2.0,3.9,21.0,89.0,,8.6,9.5,34.3,,,,,,,,,,,,,,,,48,20.8,19.0,55,15.434999999999997,15.434999999999997
83,ANGER,ANGERS,PAYS-DE-LA-LOIRE,24%,432775.84,6714965.0,0.2,0.0,29.8,0.9,0.0,30.0,!,45.09 k€/MW,,0.0,30.0,,, > 15.0MW,29.8,108.0,,3.0,12.0,21.0,90.0,,0.0,30.0,119.0,,,,,,,,,,,,,,,,55,48.599999999999994,30.9,25,89.25,48.599999999999994
84,ANGRE,ANGRESSE,NOUVELLE-AQUITAINE,77%,347281.25,6294144.0,4.1,3.7,1.4,11.2,4.0,9.2,15/10/2024 : +2 MW depuis SOUSTONS,89.94 k€/MW,,0.0,0.0,.,0.0, <= 0.0MW,1.4,108.0,,3.0,14.7,21.0,63.0,,4.0,9.4,107.6,,,,,,,,,,,,,,,,68,34.559999999999995,24.6,22,83.928,34.559999999999995
85,ANNA ,ANNA,GRAND-EST,78%,1023678.2,6753146.0,0.4,1.7,0.3,14.1,5.1,2.4,18/11/2024 : -7.57 MW,81.82 k€/MW,Non,0.0,9.0,.,0.0, > 15.0MW,8.0,72.0,,2.0,7.2,21.0,63.0,,6.3,14.7,64.2,,,,,,,,,,,,,,,,50,36.0,33.9,52,30.816,30.816
86,ANNAY,ANNAY,BOURGOGNE-FRANCHE-COMTé,61%,772181.6,6737401.0,1.5,3.9,0.0,20.4,29.1,4.8,Transfert(s) de capacité : -2 MW le 13/01/2023  et transfert de capacité notifié le 19/07/2024 de 0.6 MW  et  Notifié le 06/12/2024 : +0.2 MW,72.71 k€/MW,,0.0,0.0,,0.0, <= 0.0MW,0.8,99.0,,2.0,2.0,21.0,63.0,Renforcement d'un transformateur de 20 en 36 MVA,29.1,31.4,68.6,,,,,,,,,,,,,,,,10,89.10000000000001,80.9,100,0.0,0.0
87,ANNEM,ANNEMASSE,AUVERGNE-RHONE-ALPES,41%,949310.2,6569971.5,0.9,1.0,9.0,2.9,1.0,10.9,Transfert de -3MW le 29/08/23,41.11 k€/MW,,0.0,10.4,Sans Objet,0.0, > 15.0MW,9.0,108.0,,3.0,13.6,20.0,63.0,,1.0,10.9,117.6,,,,,,,,,,,,,,,,62,41.04,14.8,12,103.488,41.04
88,ANNEY,ANNEYRON,AUVERGNE-RHONE-ALPES,41%,845745.3,6465016.5,2.0,9.3,0.8,4.7,12.8,12.1,Trsfrt +4MW le 22/05/24,41.11 k€/MW,,0.0,0.0,Augmentation de la capacité de transit de la liaison 63kV GIVORS BAN - AMPUIS - REVENTIN,0.0, <= 0.0MW,0.0,36.0,,1.0,4.7,21.0,63.0,,12.8,15.6,23.2,,,,,,,,,,,,,,,,65,12.6,33.1,100,0.0,0.0
89,ANOUL,ANOULD,GRAND-EST,78%,994212.7,6794523.0,0.4,0.6,0.9,1.3,0.6,1.9,18/11/2024 : -0.62 MW,81.82 k€/MW,Non,0.0,2.1,.,0.0, > 15.0MW,0.8,40.0,,2.0,3.6,21.0,63.0,,0.6,1.8,41.6,,,,,,,,,,,,,,,,45,22.0,3.7,8,38.272000000000006,22.0
90,ANSER,ANSEREUILLES(LES),HAUTS-DE-FRANCE,54%,695613.8,7050737.5,0.1,0.5,21.9,2.4,0.9,22.5,!,75.29 k€/MW,0.0,0.0,0.0,,0.0, > 15.0MW,1.9,80.0,,2.0,7.1,21.0,227.0,,0.9,22.9,83.7,,,,,,,,,,,,,,,,44,44.800000000000004,26.2,31,57.753,44.800000000000004
91,ANSTA,ANSTAING,HAUTS-DE-FRANCE,54%,713029.4,7056655.0,0.1,1.0,2.8,3.3,1.5,3.9,!,75.29 k€/MW,0.0,0.0,0.0,,, > 15.0MW,2.8,108.0,,3.0,12.4,20.0,90.0,,1.5,4.4,115.6,,,,,,,,,,,,,,,,57,46.440000000000005,9.2,7,107.50799999999998,46.440000000000005
92,ANTIB,ANTIBES,PROVENCE-ALPES-COTE-D'AZUR,17%,1031168.1,6284723.5,0.3,0.0,19.7,1.6,0.0,20.0,_,76.07 k€/MW,,0.0,19.9,,0.0,,19.7,210.0,,3.0,20.7,21.0,227.0,,0.0,20.0,229.1,,,,,,,,,,,,,,,,49,107.10000000000001,21.6,9,208.481,107.10000000000001
93,ANTIF,ANTIFER,HAUTE-NORMANDIE,97%,494839.88,6954695.5,0.5,0.0,0.5,0.8,0.0,1.0,,12.40 k€/MW,,0.0,0.8,,0.0, > 15.0MW,0.5,30.0,,2.0,2.0,21.0,90.0,,0.0,1.0,31.2,,,,,,,,,,,,,,,,33,20.099999999999998,1.8,5,29.639999999999997,20.099999999999998
94,AOSTE,AOSTE,AUVERGNE-RHONE-ALPES,41%,903590.56,6501571.0,3.2,8.8,6.6,10.2,12.8,18.6,Trsfrt -3.8 MW le 11/07/24,41.11 k€/MW,,0.0,13.6,Sans Objet,0.0, > 15.0MW,6.6,108.0,,3.0,15.0,21.0,63.0,,13.9,23.7,98.9,,,,,,,,,,,,,,,,69,33.480000000000004,46.7,47,52.41700000000001,33.480000000000004
95,APT  ,APT,PROVENCE-ALPES-COTE-D'AZUR,17%,890908.1,6312934.5,0.6,2.6,63.8,27.3,9.0,67.0,_,76.07 k€/MW,,0.0,66.0,,, <= 0.0MW,27.8,72.0,,2.0,7.7,21.0,62.0,,9.0,73.4,47.7,,,,,,,,,,,,,,,,53,33.839999999999996,109.7,100,0.0,0.0
